	rna_bhi_rep1	rna_bhi_rep2	rna_bhi_rep3	rna_serum_rep1	rna_serum_rep2	rna_serum_rep3
EFM745_01763	715.761397003287	852.347682957575	788.820703989412	1832.1268711081	1691.1995668523	1623.1790043549
EFM745_01764	1448.84695520793	1624.90111474465	1837.60496074012	2289.29492128403	2551.61710349269	2412.43118078435
EFM745_01765	730.350164330743	757.138633265505	700.512474234623	1214.89242553051	1110.34364085396	1163.66830325312
EFM745_01766	6804.74816030004	6413.46293782864	6073.42330706817	10096.8500351199	9770.82646947201	9647.59735878045
EFM745_01767	998.418763972738	1105.33172928222	1129.15466810057	1266.71248159579	1414.60150685309	1307.26539734743
EFM745_01768	5333.10625614297	5401.52675253008	5761.86393467486	5013.87831351643	5202.01922841367	5058.8724408335
EFM745_01769	1763.41725070619	1741.87223293777	1749.29673098533	1606.42173802375	1503.50802613855	1493.40977858079
EFM745_01770	4892.7078424454	4347.87993593784	4643.62376688107	3775.95475195691	3512.79536198994	3413.35611073059
EFM745_01771	2938.72481852433	3005.88571170677	3286.25681963891	2808.64703873831	2796.60395663485	2396.4759481072
EFM745_01772	17961.5079739717	18368.0925677357	17950.3840954371	18563.0956393856	18197.188797305	17227.3965626029
EFM745_01773	12659.4028483995	13312.0386526597	11656.6863276322	9616.65084891496	10029.6432256141	8938.12134573672
EFM745_01774	15123.0809308236	16035.9242267071	16240.7764564764	15380.1926401758	14720.9438932436	14033.1589806384
EFM745_01775	6768.2762419814	6458.80058053915	6061.51657946078	8598.67463643252	7587.67749590684	7395.78218694602
EFM745_01776	1225.45645550627	1057.27382800908	1249.21417147506	1707.75873655142	1579.57249263833	1645.5163301029
EFM745_01777	14764.744333343	15445.6281186163	15193.9766543269	17287.1707033782	15981.4407666685	17026.3606308708
EFM745_01778	775.028264271075	625.659469405028	659.831154909383	901.668975535914	769.535316926367	908.384580418798
EFM745_01779	426.721444328075	400.784761560902	416.735466258557	590.748639144219	515.657811855666	608.426206088469
EFM745_01780	389.33772805147	294.69467761831	319.497190798227	481.350743006401	477.131653498633	487.166437742166
EFM745_01781	155.005652854215	151.427726653101	129.981776380645	177.339747423411	185.715840285182	171.252830734691
EFM745_01782	589.021480846017	475.138495606137	580.452970860134	171.581963416157	179.788738999485	181.889652519455
EFM745_01785	944.622684452746	1128.00055063747	1081.52775767102	5099.09351682379	6044.65546119697	6303.38058965082
EFM745_01786	703.90802354973	682.78489922027	727.302611351244	1011.06687167373	1068.85393185408	1016.88016262339
EFM745_01787	428.545040244006	501.434328378233	500.082559510269	731.238568921207	697.422251283717	664.801361547715
EFM745_01788	144.975875316589	130.572411006267	137.91959478557	141.641486578439	150.153232570999	143.597094094306
EFM745_01789	376.572556639946	385.369963039329	395.89869294563	499.775651829612	562.086771926962	627.572485301043
EFM745_01790	83.8854121328693	91.5820382752288	76.4015021474022	36.849817646423	30.6233566427694	37.2288762466721
EFM745_01791	88.4444019226992	99.7428139631204	108.152775767102	42.6076016536766	36.5504579284667	44.6746514960065
EFM745_01792	7537.83371850468	8268.67927754268	7471.47157363556	42354.2591573575	42604.9918918065	43654.5802868477
EFM745_01793	14464.7628051722	13723.7044484712	13430.7887411329	21479.9890174603	20936.4974415115	20318.4569732551
EFM745_01794	3166.67430801582	2806.40008378053	2826.85557945388	2564.51699683075	2408.37882242167	2344.35552136186
EFM745_01795	3497.65696675747	3151.87292123461	3107.6559055281	4892.96484936411	5021.2426391999	4931.23057941633
EFM745_01796	3052.69956327007	3077.51918718937	3170.16622546688	7040.6182840697	6235.31055255357	6106.59938663269
EFM745_01797	1211.77948613678	1201.4475318285	1206.54839754859	1714.66807736012	1743.55562820929	1732.73826873797
EFM745_01798	1093.2457516012	1059.0873337175	1014.05630122916	1584.54215879619	1520.30147978136	1387.04156073315
EFM745_01799	1364.96154307506	1292.12281724951	1281.95767239537	3125.32515913725	3168.03563720521	3113.39773640026
EFM745_01800	851.619292740217	762.579150390766	767.983930676484	2406.753715032	2166.35551992237	2129.49172130964
EFM745_01801	1998.66112386141	1993.9495264082	2094.59183159956	4465.73727602589	4709.08197148651	4446.19150603112
EFM745_01802	1914.77571172854	1789.0233813567	1824.70600583211	3615.88835655526	3537.49161734701	3387.82773844716
EFM745_01803	2347.87974176238	2887.10108780523	2805.02657884034	5302.91907068056	5284.01079619915	5157.7948834318
EFM745_01804	234.332075197255	220.340943573075	235.1578702459	195.764656246622	218.314897356518	219.118528766127
EFM745_01805	97.5623815023589	93.3955439836491	109.145003067717	42.6076016536766	67.1738145712362	53.1841089238172
EFM745_01806	7645.42587754467	7490.68532863034	7955.67849633598	11402.715447965	10809.0570446833	10791.0557006425
EFM745_01807	1525.43798367707	1516.09077223943	1515.13108804004	2141.89565069834	2313.54520185052	2474.12474713598
EFM745_01808	149.534865106419	145.98720952784	162.725277300961	260.251837127863	241.035452285024	255.283722834323
EFM745_01810	2058.83978908716	1894.20671244508	1717.54545736563	2819.01104995136	2424.1844258502	2507.09889466874
EFM745_01811	1188.98453718763	1270.36074874847	1235.32298926644	1433.68821780615	1492.64167378144	1511.49237561489
EFM745_01812	4245.33129228956	4021.44890842217	3970.89365706368	7337.71993884399	7191.5495599794	7114.97009182827
EFM745_01813	4922.79717505828	4949.05707827919	4786.50449816972	9336.82254616244	8781.98840497485	8687.09235161631
EFM745_01814	702.084427633798	711.800990554996	715.395883743857	1828.67220070374	1828.51074663762	1841.23385094255
EFM745_01815	5418.81526419177	5252.81928443961	4881.75831902882	18231.4472805678	17421.726379093	17850.71431919
EFM745_01816	3899.75986622046	3817.42951622488	4035.3884316037	4351.73315268227	4432.4839114873	4124.95948813126
EFM745_01817	13273.9546720686	13261.260492824	13312.7136923597	10530.9869492668	10445.5281658272	10277.2972084384
EFM745_01818	8522.57551310793	8735.65699746093	8479.57451106103	19331.1840259532	19560.4220930154	19496.2306492929
EFM745_01819	3365.4462628524	3408.48397897609	3323.9614570623	551.595707894895	548.256868927001	479.720662492831
EFM745_01821	417.603464748415	476.952001314558	502.0670141115	424.924459735316	444.532596427298	479.720662492831
EFM745_01822	3738.37162766048	4796.72259877188	4171.32357178804	2608.27615528588	2578.28905927833	2637.93180262133
EFM745_01823	1672.23745490959	1467.12611811208	1557.79686196651	1442.90067221775	1333.59778928189	1467.88140629736
EFM745_01824	938.240098746984	879.55026858388	888.043434050974	3486.91399479278	3426.85239334733	3480.3680879746
EFM745_01825	940.975492620882	931.235181273861	917.810253069442	3378.66765545641	3405.1196886331	3361.23568398525
EFM745_01826	25.5303428230472	18.1350570842037	17.860091411081	57.577840072536	36.5504579284667	49.9930623883882
EFM745_01827	116.710138619644	127.852152443636	104.183866564639	89.8214305131561	90.8822197140254	121.259768346303
EFM745_01828	87.5326039647332	121.504882464165	110.137230368333	86.366760108804	93.8457703568741	91.4766673489656
EFM745_01829	213.360722164037	196.76536936361	184.554277914504	952.337474799745	967.105359782944	919.021402203562
EFM745_01830	317.305689372158	330.964791786718	304.613781288993	855.606703477885	810.037175711966	744.577524933441
EFM745_01831	4211.59476784482	3909.91830735432	3999.66824878154	3466.18597236667	3195.69544320513	3399.5282424104
EFM745_01832	13484.5800003587	12368.1089314269	11495.9455049325	9366.76302300015	8464.88848619004	8896.63774077614
EFM745_01833	413.044474958585	407.132031540373	460.393467485644	246.433155510454	261.780306784965	240.392172335654
EFM745_01834	573.520915560596	602.990648049774	632.048790492145	557.353491902148	581.843776212619	604.171477374564
EFM745_01835	627.316995080588	562.186769610315	550.686151841665	259.100280326412	199.545743285143	258.474769369752
EFM745_01836	43841.9812128778	48134.9752657477	48645.9278672817	44744.8910771692	49183.0864687163	45830.8740240103
EFM745_01837	30516.0540572051	31071.7000552204	32134.2733577372	37534.9939432862	32641.5346305494	34190.9999449436
EFM745_01838	185.094985467092	194.95186365519	180.585368712042	166.975736210354	171.885937285222	204.226978267458
EFM745_01839	2404.41121515627	2246.02681987863	2149.16433313342	3459.27663155796	3228.29450027647	3063.40467401187
EFM745_01840	7546.03990012638	7647.55357240871	7224.40697578228	10954.7598522007	10111.6347933996	9801.83127465951
EFM745_01841	1240.04522283372	1264.013478769	1267.07426288614	1886.25004077628	1876.91540713748	1878.46272718922
EFM745_01842	834.295131538864	711.800990554996	756.077203069097	1022.58243968824	895.980144354577	946.677138843947
EFM745_01843	6138.22385302692	5837.67487540518	5455.26569878464	6475.2038945574	6286.67876369628	6016.1864014622
EFM745_01844	922.739533461563	918.540641314918	858.276615032505	736.996352928461	772.498867569216	690.329733831148
EFM745_01845	2794.6607411657	2839.9499393863	2767.32194141694	291.343870767032	280.549460856339	305.276785222711
EFM745_01846	11919.0229065312	11901.1312115087	11710.2666018655	2950.28852531674	3068.26276556264	2748.55474918287
EFM745_01847	1182.60195148186	1167.89767622272	1221.43180705782	430.682243742569	438.605495141601	405.262909999487
EFM745_01848	3097.3776632104	3180.88901256933	2880.43585368712	1459.02246743806	1554.87623728126	1428.52516569373
EFM745_01849	1919.33470151837	1992.13602069978	1932.85878159921	1064.03848454047	1101.45298892542	1078.57372897501
EFM745_01850	1514.49640818148	1293.02957010372	1289.8954908003	870.576941896744	814.97642678338	863.709928922792
EFM745_01851	1113.30530667645	1174.24494620219	1103.35675828456	404.196437309203	401.067186998851	357.397211968052
EFM745_01852	2143.636999178	2015.71159490924	2007.27582914538	895.91119152866	874.247439640353	878.601479421461
EFM745_01853	1300.22388805948	1042.76578234171	1023.97857423531	593.051752747121	605.552181355408	574.388376377226
EFM745_01854	970.153027275793	980.199835401211	876.136706443586	535.473912674585	531.463415284192	479.720662492831
EFM745_01855	2629.62531077386	2440.07193067961	2505.37393405442	1556.90479556137	1573.64539135264	1384.9141963762
EFM745_01856	1450.67055112386	1545.10686357416	1408.96276687417	871.728498698195	802.134373997703	774.360625930779
EFM745_01857	1383.19750223438	1404.56017117158	1288.90326349968	521.655231057176	464.289600712956	429.727600104443
EFM745_01858	636.434974660248	714.521249117626	611.212017179218	180.794417827763	190.655091356597	177.63492380555
EFM745_01859	1165.27779028051	1125.28029207484	1042.83089294701	392.680869294695	390.20083464174	389.307677322342
EFM745_01860	716.673194961253	651.048549322913	676.699019019848	304.01099558299	292.403663427734	242.519536692607
EFM745_01861	1072.27439856798	1115.30601067853	1012.07184662793	457.168050175936	529.487714855626	455.255972387875
EFM745_01862	1281.98792890016	1053.64681659224	1070.61325736425	599.961093555825	611.479282641106	596.725702125229
EFM745_01863	848.883898866319	783.4344660376	806.680795400493	536.625469476035	573.940974498356	585.02519816199
EFM745_01864	11.8533734535576	11.7877871047324	18.8523187116966	4.60622720580288	15.8056034285262	15.9552326771452
EFM745_01865	731.261962288709	671.903864969748	660.823382209998	389.226198890343	379.334482284628	344.633025826336
EFM745_01866	1146.13003316323	1448.08430817367	1256.15976257937	847.54580586773	773.486717783499	780.742719001637
EFM745_01867	14.5887673274555	9.06752854210186	10.9145003067717	33.3951472420709	47.4168102855785	46.8020158529592
EFM745_01868	11.8533734535576	8.16077568789167	10.9145003067717	46.0622720580288	54.3317617855587	74.4577524933441
EFM745_01869	14.5887673274555	20.8553156468343	13.8911822086186	28.788920036268	27.6598059999208	30.846783175814
EFM745_01870	3.64719183186388	4.53376427105093	7.9378184049249	6.90934080870432	5.92710128569731	6.38209307085807
EFM745_01871	16.4123632433875	19.0418099384139	20.8367733129279	16.1217952203101	21.7327047142235	13.8278683201925
EFM745_01872	5451.63999067854	5499.45606078478	5920.62030277336	1358.83702571185	1343.47629142472	1359.38582409277
EFM745_01873	402.102899462993	311.922981848304	318.504963497612	2908.83248046452	2849.94786820612	2746.42738482592
EFM745_01874	823.353556043272	650.141796468703	661.815609510614	1212.58931192761	1219.00716442508	1023.26225569424
EFM745_01875	2649.68486584911	2492.6635962238	2562.92311749013	8987.90083532287	8626.89592133243	8877.49146156357
EFM745_01876	4816.11681397626	4768.61326029137	4600.9579929546	5967.36734511763	5905.36858098309	5866.20721429704
EFM745_01878	594.492268593813	481.485765585609	529.849378528737	271.76740514237	235.108350999327	258.474769369752
EFM745_01879	1143.39463928933	1224.11635318375	1160.90594172027	1706.60717974997	1734.66497628075	1702.95516774063
EFM745_01880	7028.13866000171	6948.44712181265	7004.13251504561	3164.47809038658	3433.76734484731	3239.97591563895
EFM745_01881	25.5303428230472	44.4308898562991	41.6735466258557	58.7293968739867	71.1252154283677	61.693566351628
EFM745_01882	1952.15942800514	1809.87869700353	1563.75022577021	12168.5007209298	11486.7222916814	11375.017216626
EFM745_01883	36.4719183186388	43.5241370020889	45.6424558283182	25.3342496319158	39.5140085713154	35.1015118897194
EFM745_01884	102.121371292189	52.5916655441908	98.2305027609457	92.1245441160576	57.2953124284073	97.8587604198237
EFM745_01886	14345.3172726786	12191.2921248559	15272.3626110755	9437.00798788865	10080.0235865426	10298.570852008
EFM745_01887	3038.11079594262	3079.33269289779	3063.0056770004	2177.59391154331	2099.18170535113	2081.62602327821
EFM745_01888	1629.38295088519	1219.5825889127	1297.83330920522	1224.10487994212	1135.03989621103	1127.50310918493
EFM745_01889	6457.35313831501	5859.43694390622	5869.02448314135	4663.80504587542	4254.67087291639	4184.52569012594
EFM745_01890	8352.0692949683	8433.70829700894	8714.73238130693	6003.0656059626	6451.64974948152	5803.44996576694
EFM745_01891	439.486615739598	411.665795811424	400.859829448708	533.170799071683	530.475565069909	561.62419023551
EFM745_01892	294.510740423009	261.144822012533	292.707053681606	394.983982897597	381.310182713194	425.472871390538
EFM745_01893	96.650583544393	71.6334754826047	83.3470932517115	135.883702571185	154.10463342813	147.851822808212
EFM745_01894	1041.27326799714	954.810755483326	980.320573008226	1704.30406614707	1634.89210463817	1617.86059346252
EFM745_01895	8044.79338313376	8634.10067778939	9073.91866412978	3708.01290067132	4202.31481155939	3752.67072566454
EFM745_01897	23.7067469071153	29.0160913347259	29.7668190184684	109.397896137818	111.627074213966	98.9224425983
EFM745_01898	363.807385228423	381.742951622488	325.450554601921	278.676745951074	270.67095871351	291.448916902518
EFM745_01899	117.62193657761	120.598129609955	95.2538208590988	161.217952203101	134.347629142472	130.83290795259
EFM745_01900	1506.29022655978	1654.82395893359	1516.12331534066	1901.22027919514	1781.09393635204	1858.25276579817
EFM745_01901	1833.62569346957	2061.04923761975	2015.21364755031	3389.03166666947	3468.34210234721	3367.61777705611
EFM745_01902	35.5601203606729	26.2958327720954	41.6735466258557	49.5169424623809	51.36821114271	56.3751554592463
EFM745_01903	80.2382203010055	81.6077568789167	90.2926843560208	176.18819062196	138.299029999604	129.769225774114
EFM745_01904	10.9415754955917	10.8810342505222	13.8911822086186	44.9107152565781	36.5504579284667	32.9741475327667
EFM745_01905	3.64719183186388	6.3472699794713	6.94559110430929	14.9702384188594	15.8056034285262	17.0189148556215
EFM745_01906	21.8831509911833	29.0160913347259	35.7201828221621	133.580588968283	87.9186690711768	103.177171312205
EFM745_01907	36.4719183186388	28.1093384805158	33.7357282209308	44.9107152565781	48.4046604998614	73.3940703148678
EFM745_01908	14.5887673274555	21.7620685010445	19.8445460123123	21.8795792275637	23.7084051427892	25.5283722834323
EFM745_01909	1837.27288530143	1899.64722957034	1884.23964386905	2087.77248103015	2343.180708279	2189.05792330432
EFM745_01910	196.036560962684	239.382753511489	219.28223343605	137.035259372636	154.10463342813	174.44387727012
EFM745_01911	1.82359591593194	3.62701141684074	2.97668190184684	1.15155680145072	2.96355064284865	1.06368217847634
EFM745_01913	1.82359591593194	1.81350570842037	0.992227300615613	1.15155680145072	3.95140085713154	0
EFM745_01915	2.73539387389791	0.906752854210186	4.96113650307806	8.06089761015504	1.97570042856577	0
EFM745_01916	249.832640482676	276.559620534107	265.916916564984	85.2152033073533	82.9794179997623	73.3940703148678
EFM745_01917	100.297775376257	92.488791129439	92.277138957252	495.16942462381	538.378366784172	448.873879317017
EFM745_01918	8.20618162169374	32.6431027515667	26.7901371166215	9.21245441160576	18.7691540713748	4.25472871390538
EFM745_01919	3054.523159186	2917.93068484838	2867.53689877912	4016.63012346011	4116.37184291678	3989.87185146477
EFM745_01920	10.9415754955917	18.1350570842037	10.9145003067717	5.7577840072536	8.89065192854596	3.19104653542903
EFM745_01921	15.5005652854215	24.482327063675	19.8445460123123	10.3640112130565	13.8299029999604	8.50945742781076
EFM745_01922	51.0606856460944	52.5916655441908	60.5258653375524	61.0325104768881	49.3925107141442	59.5662019946753
EFM745_01923	205.154540542344	226.688213552546	227.220051840975	209.583337864031	218.314897356518	226.564304015461
EFM745_01924	500.577078923318	444.308898562991	576.484061657671	147.399270585692	168.922386642373	158.488644592975
EFM745_01925	276.274781263689	223.061202135706	250.041279755134	830.272453845969	876.223140068919	827.544734854596
EFM745_01927	62.002261141686	84.3280154415473	78.3859567486334	61.0325104768881	83.9672682140452	53.1841089238172
EFM745_01928	854.354686614115	835.119378727581	804.696340799262	350.073267641019	344.759724784727	304.213103044235
EFM745_01929	2505.62078849049	2339.42236386228	2446.8325233181	6645.6343011721	6252.10400619638	6214.0312866588
EFM745_01930	795.999617304293	886.804291417562	832.478705216499	1888.55315437918	1936.18641999445	1819.96020737303
EFM745_01931	1540.93854896249	1268.54724304005	1266.08203558552	1680.1213733166	1784.05748699489	1784.85869548331
EFM745_01932	775.940062229041	721.775271951308	704.481383437085	874.031612301096	855.478285568978	895.620394277082
EFM745_01933	4957.44549746099	4673.4042105993	4633.70149387491	6133.19152452653	6609.70578376678	6235.30493022833
EFM745_01934	434.927625949768	411.665795811424	375.061919632702	331.648358817807	320.063469427655	335.059886220048
EFM745_01935	421.250656580279	397.157750144061	379.030828835164	320.1327908033	353.650376713273	358.460894146528
EFM745_01936	574.432713518562	561.280016756105	522.903787424428	865.970714690941	837.696981711886	847.754696245647
EFM745_01937	16046.7322622431	18663.6939982083	22488.8317684529	4738.65623796971	4348.51664327326	4572.76968526981
EFM745_01938	4014.64640892417	3106.5352785241	3560.11155460882	510.139663042669	623.3334852125	578.643105091131
EFM745_01939	357.424799522661	406.225278686163	368.116328528392	386.923085287442	336.856923070464	339.314614933954
EFM745_01940	921.827735503597	1148.85586628431	1247.22971687383	724.329228112503	718.167105783657	679.692912046384
EFM745_01941	2672.47981479826	2508.07839474537	2524.22625276612	2403.29904462765	2261.18914049352	2262.45199361918
EFM745_01943	14245.0194973024	18009.9251903227	18372.0806981987	4433.49368558527	5288.95004727057	4650.41848429858
EFM745_01944	266.245003726064	223.967954989916	238.134552147747	74.8511920942968	85.942968642611	73.3940703148678
EFM745_01945	19.1477571172854	7.25402283368149	18.8523187116966	12.6671248159579	19.7570042856577	15.9552326771452
EFM745_01949	36.4719183186388	30.8295970431463	37.7046374233933	32.2435904406202	38.5261583570325	34.037829711243
EFM745_01953	52.8842815620263	29.9228441889361	35.7201828221621	21.8795792275637	39.5140085713154	30.846783175814
EFM745_01954	8.20618162169374	9.97428139631204	9.92227300615613	6.90934080870432	2.96355064284865	2.12736435695269
EFM745_01956	0.911797957965971	2.72025856263056	1.98445460123123	4.60622720580288	2.96355064284865	2.12736435695269
EFM745_01961	3.64719183186388	8.16077568789167	9.92227300615613	5.7577840072536	1.97570042856577	3.19104653542903
EFM745_01962	950.093472200542	874.109751458619	943.608162885448	1925.4029720256	1878.89110756605	1800.81392816045
EFM745_01963	356.513001564695	309.202723285673	328.427236503768	902.820532337364	853.502585140413	821.162641783738
EFM745_01964	8.20618162169374	14.508045667363	13.8911822086186	5.7577840072536	6.9149514999802	4.25472871390538
EFM745_01965	38.2955142345708	58.0321826694519	50.6035923313963	24.1826928304651	19.7570042856577	21.2736435695269
EFM745_01967	29.1775346549111	33.5498556057769	40.6813193252401	14.9702384188594	20.7448544999406	10.6368217847634
EFM745_01968	17.3241612013535	6.3472699794713	6.94559110430929	5.7577840072536	2.96355064284865	6.38209307085807
EFM745_01969	14.5887673274555	13.6012928131528	10.9145003067717	5.7577840072536	6.9149514999802	6.38209307085807
EFM745_01970	37.3837162766048	66.1929583573436	54.5725015338587	20.728022426113	18.7691540713748	18.0825970340979
EFM745_01971	114.886542703712	125.131893881006	131.966230981877	62.1840672783389	63.2224137141046	62.7572485301043
EFM745_01972	51.0606856460944	48.96465412735	53.5802742332431	40.3044880507752	55.3196119998416	42.5472871390538
EFM745_01973	64.737655015584	76.1672397536556	49.6113650307806	35.6982608449723	39.5140085713154	44.6746514960065
EFM745_01974	645.552954239908	682.78489922027	724.325929449397	55.2747264696346	63.2224137141046	77.6487990287732
EFM745_01975	446.780999403326	446.122404271411	415.743238957942	116.307236946523	118.542025713946	123.387132703256
EFM745_01976	1004.8013496785	952.997249774905	961.468254296529	248.736269113355	223.254148427932	262.729498083657
EFM745_01977	2822.01467990468	2416.49635647015	2486.52161534273	1847.09710952695	1609.20799906682	1569.99489543108
EFM745_01978	142.240481442692	148.70746809047	134.942912883723	111.70100974072	125.456977213926	108.495582204587
EFM745_01979	27.3539387389791	39.8971255852482	24.8056825153903	34.5467040435216	36.5504579284667	36.1651940681957
EFM745_01980	15.5005652854215	10.8810342505222	9.92227300615613	10.3640112130565	5.92710128569731	7.44577524933441
EFM745_01981	31.001130570843	24.482327063675	25.7979098160059	29.9404768377187	24.6962553570721	31.9104653542903
EFM745_01982	33.7365244447409	29.9228441889361	27.7823644172372	12.6671248159579	20.7448544999406	19.1462792125742
EFM745_01983	20.9713530332173	20.8553156468343	18.8523187116966	21.8795792275637	16.793453642809	21.2736435695269
EFM745_01984	14.5887673274555	14.508045667363	12.898954908003	28.788920036268	25.684105571355	28.7194188188613
EFM745_01985	9.11797957965971	9.97428139631204	7.9378184049249	9.21245441160576	13.8299029999604	17.0189148556215
EFM745_01986	11.8533734535576	19.9485627926241	8.93004570554052	11.5155680145072	5.92710128569731	12.7641861417161
EFM745_01987	55.6196754359242	56.2186769610315	43.658001227087	41.4560448522259	58.2831626426902	40.4199227821011
EFM745_01988	41.0309081084687	33.5498556057769	37.7046374233933	29.9404768377187	29.6355064284865	36.1651940681957
EFM745_01991	474.134938142305	573.974556715048	588.390789265058	1573.02659078168	1685.2724655666	1684.87257070653
EFM745_01992	8.20618162169374	9.97428139631204	4.96113650307806	8.06089761015504	6.9149514999802	6.38209307085807
EFM745_01993	0.911797957965971	1.81350570842037	0.992227300615613	3.45467040435216	1.97570042856577	3.19104653542903
EFM745_01995	65.6494529735499	52.5916655441908	68.4636837424773	58.7293968739867	63.2224137141046	69.1393416009624
EFM745_01996	63.825857057618	68.9132169199741	61.518092638168	79.4574193000997	71.1252154283677	47.8656980314355
EFM745_01997	655.582731777533	668.276853552907	664.792291412461	1213.74086872906	1226.90996613934	1235.99869138951
EFM745_01998	59.2668672677881	67.0997112115538	73.4248202455554	153.157054592946	157.068184070979	175.507559448597
EFM745_01999	65.6494529735499	62.5659469405028	66.4792291412461	49.5169424623809	40.5018587855983	45.7383336744828
EFM745_02000	12.7651714115236	7.25402283368149	9.92227300615613	12.6671248159579	5.92710128569731	7.44577524933441
EFM745_02001	16.4123632433875	19.9485627926241	25.7979098160059	12.6671248159579	14.8177532142433	7.44577524933441
EFM745_02002	10.9415754955917	18.1350570842037	19.8445460123123	8.06089761015504	11.8542025713946	14.8915504986688
EFM745_02003	56.5314733938902	49.8714069815602	50.6035923313963	47.2138288594795	43.4654094284469	41.4836049605774
EFM745_02004	68.3848468474478	48.96465412735	67.4714564418617	47.2138288594795	53.3439115712758	49.9930623883882
EFM745_02006	763.174890817518	764.392656099187	813.626386504803	329.345245214906	350.686826070424	339.314614933954
EFM745_02007	61.0904631837201	73.446981191025	63.5025472393992	34.5467040435216	35.5626077141839	46.8020158529592
EFM745_02008	296.334336338941	196.76536936361	200.429914724354	226.856689885792	229.181249713629	184.017016876408
EFM745_02009	131.2989059471	111.530601067853	114.106139570795	148.550827387143	151.141082785281	146.788140629736
EFM745_02010	279.010175137587	325.524274661457	255.002416258213	369.649733265681	380.322332498911	413.772367427298
EFM745_02011	280.833771053519	285.627149076209	264.924689264369	362.740392456977	326.978420927635	319.104653542903
EFM745_02013	19.1477571172854	18.1350570842037	21.8290006135435	9.21245441160576	9.87850214282885	13.8278683201925
EFM745_02014	8.20618162169374	8.16077568789167	7.9378184049249	4.60622720580288	7.90280171426308	2.12736435695269
EFM745_02015	9.11797957965971	18.1350570842037	10.9145003067717	23.0311360290144	17.7813038570919	26.5920544619086
EFM745_02016	3297.97321396292	3169.1012254646	2947.90731012899	477.896072602049	543.317617855587	498.866941705406
EFM745_02017	1998.66112386141	2080.09104755817	1970.56341902261	566.565946313754	536.402666355606	527.586360524267
EFM745_02018	888.091211058856	906.752854210186	928.724753376214	1131.98033582606	1163.68755242524	1145.58570621902
EFM745_02019	178.71239976133	146.89396238205	139.904049386801	3693.04266225246	2935.89083684873	3516.5332820428
EFM745_02020	10.0297775376257	19.0418099384139	15.8756368098498	38.0013744478738	53.3439115712758	48.9293802099118
EFM745_02021	0.911797957965971	1.81350570842037	3.96890920246245	5.7577840072536	3.95140085713154	2.12736435695269
EFM745_02023	2.73539387389791	0.906752854210186	1.98445460123123	4.60622720580288	2.96355064284865	2.12736435695269
EFM745_02024	124.004522283372	126.038646735216	137.91959478557	154.308611394396	145.213981499584	160.616008949928
EFM745_02026	1519.05539797131	1478.0071523626	1453.61299540187	829.120897044518	892.028743497445	903.066169526417
EFM745_02027	402.102899462993	372.675423080386	338.349509509924	180.794417827763	213.375646285103	174.44387727012
EFM745_02028	1224.5446575483	1112.5857521159	1211.50953405166	1250.59068637548	1205.17726142512	1273.22756763618
EFM745_02029	1379.55031040251	1375.54407983685	1415.90835797848	1875.88602956322	1852.21915178041	1816.7691608376
EFM745_02030	92.0915937545631	78.8874983162862	81.3626386504803	63.3356240797896	56.3074622141244	71.2667059579151
EFM745_02031	105.768563124053	123.318388172585	120.059503374489	102.488555329114	113.602774642532	142.53341191583
EFM745_02032	8481.54460499946	8762.85958308723	8804.03283836233	14034.0227392799	13948.4450256743	14267.1690599032
EFM745_02033	1480.75988373674	1352.8752584816	1406.97831227294	1140.04123343621	1198.26230992514	1099.84737254454
EFM745_02034	593.580470635847	636.54050365555	630.064335890914	913.184543550421	921.664249925932	908.384580418798
EFM745_02035	651.93553994567	636.54050365555	579.460743559518	1007.61220126938	1054.03617863984	1030.70803094358
EFM745_02036	1099.62833730696	914.006877043867	1011.07961932731	1488.96294427578	1495.60522442429	1402.9967934103
EFM745_02037	4431.33807571462	4254.48439195419	4130.6422524628	7326.20437082948	7685.47466712084	7236.22986017457
EFM745_02038	18204.9580287486	20717.4892129943	20941.9494067931	21611.2664928257	21899.6514004373	21108.7728318631
EFM745_02039	5.47078774779583	6.3472699794713	11.9067276073874	5.7577840072536	1.97570042856577	6.38209307085807
EFM745_02040	31.912928528809	26.2958327720954	32.7435009203152	74.8511920942968	76.0644664997821	84.0308920996312
EFM745_02042	1.82359591593194	13.6012928131528	8.93004570554052	3.45467040435216	3.95140085713154	4.25472871390538
EFM745_02043	194.212965046752	247.543529199381	294.691508282837	196.916213048073	227.205549285064	190.399109947266
EFM745_02044	609.992833879235	724.495530513938	824.540886811574	8007.9259972883	7053.2505299798	7112.84272747132
EFM745_02045	6.3825857057618	12.6945399589426	15.8756368098498	14.9702384188594	12.8420527856775	13.8278683201925
EFM745_02046	1078.65698427374	1225.92985889217	971.390527302685	9805.50616435288	8111.23810947677	7548.95242064662
EFM745_02047	2243.02297659629	2168.95282727076	2147.17987853219	1209.13464152326	1184.43240692518	1182.8145824657
EFM745_02048	652.847337903635	672.810617823958	754.092748467866	754.269704950221	797.195122926288	770.105897216873
EFM745_02049	7.29438366372777	9.97428139631204	6.94559110430929	9.21245441160576	11.8542025713946	6.38209307085807
EFM745_02050	100.297775376257	107.903589651012	117.082821472642	274.070518745271	279.561610642056	257.411087191275
EFM745_02051	158.652844686079	170.469536591515	148.834095092342	536.625469476035	543.317617855587	546.732639736841
